#
#"r"	"Average Phase"
#-------------------
25.000000000000	143.17651635416
30.000000000000	142.78968488602
35.000000000000	142.39920152514
40.000000000000	141.87544331486
45.000000000000	141.22914206742
50.000000000000	140.52615774141
55.000000000000	139.66191711818
60.000000000000	138.69764745083
65.000000000000	137.50111055183
70.000000000000	136.22061286657
75.000000000000	134.80837004175
80.000000000000	133.20062196901
85.000000000000	131.47268683302
90.000000000000	129.60196508772
95.000000000000	127.51951106303
100.00000000000	125.22829267161
105.00000000000	122.88252759677
110.00000000000	120.37670925802
115.00000000000	117.78334570498
120.00000000000	115.10540204319
125.00000000000	112.37508302519
130.00000000000	109.66796499053
135.00000000000	106.92017479890
140.00000000000	104.11972866940
145.00000000000	101.47619670777
150.00000000000	98.744834419929
155.00000000000	96.061223851936
160.00000000000	93.470627255760
165.00000000000	90.907196485215
170.00000000000	88.479265226624
175.00000000000	85.956693144732
180.00000000000	83.381530407580
185.00000000000	80.705914089721
190.00000000000	77.698977795103
195.00000000000	73.958831398309
200.00000000000	68.141921793273
