#
#"r"	"Load Data_1"
#-----------------
20.000000000000	0.95616039548661
25.000000000000	0.95718203769481
30.000000000000	0.95782403398842
35.000000000000	0.95880933208228
40.000000000000	0.96028091848552
45.000000000000	0.96278812238974
50.000000000000	0.96492954203322
55.000000000000	0.96799723298079
60.000000000000	0.97153970880767
65.000000000000	0.97465138916376
70.000000000000	0.97743857538753
75.000000000000	0.97785339765906
80.000000000000	0.97629556901506
85.000000000000	0.97208234948519
86.000000000000	0.97147079535007
87.000000000000	0.97270280384705
88.000000000000	0.97653205991073
89.000000000000	0.97959301733031
90.000000000000	0.97995069154870
91.000000000000	0.85954502111104
92.000000000000	0.27800388698499
93.000000000000	0.75018018990221
94.000000000000	0.83181185911596
95.000000000000	0.86095005686415
96.000000000000	0.87537217621349
97.000000000000	0.88253449323836
98.000000000000	0.88666967989890
99.000000000000	0.89054166374055
100.00000000000	0.89328879311298
101.00000000000	0.89605674522837
102.00000000000	0.89933038097087
103.00000000000	0.90102488131330
104.00000000000	0.90390188774177
105.00000000000	0.90502516049261
106.00000000000	0.90709477210075
107.00000000000	0.90685272927188
108.00000000000	0.90418741794608
109.00000000000	0.88807105980977
110.00000000000	0.76074977024738
111.00000000000	0.81828366876753
112.00000000000	0.96291193977451
113.00000000000	0.96864786362099
114.00000000000	0.97326860726245
115.00000000000	0.97565853403301
120.00000000000	0.99136802285817
125.00000000000	0.99638635686376
130.00000000000	0.98667646233693
135.00000000000	0.96682154012517
140.00000000000	0.94472098550818
145.00000000000	0.91983170119211
146.00000000000	0.91643284985614
147.00000000000	0.91422397674215
148.00000000000	0.91298649596092
149.00000000000	0.90959154122973
150.00000000000	0.77894182951276
151.00000000000	0.35192857100277
152.00000000000	0.71243157336812
153.00000000000	0.76720156987913
154.00000000000	0.78207498074757
155.00000000000	0.78188006223121
156.00000000000	0.77360603272649
157.00000000000	0.75975186141787
158.00000000000	0.73701753523388
159.00000000000	0.68864455113852
160.00000000000	0.51343399883704
161.00000000000	0.042448561647047
162.00000000000	0.88520940138512
163.00000000000	0.88464417223571
164.00000000000	0.86150167620698
165.00000000000	0.83295804581719
166.00000000000	0.81105110279128
167.00000000000	0.77956901452258
168.00000000000	0.72880563780969
169.00000000000	0.59199305597277
170.00000000000	0.11303563899107
171.00000000000	0.56457360905279
172.00000000000	0.84640653130500
173.00000000000	0.87225688335246
174.00000000000	0.87409685943921
175.00000000000	0.87010429725686
176.00000000000	0.86619444264444
177.00000000000	0.86362708326906
178.00000000000	0.86019261123865
179.00000000000	0.85762370939416
180.00000000000	0.85611679074168
181.00000000000	0.85447926807928
182.00000000000	0.85355997782934
183.00000000000	0.85262117440649
184.00000000000	0.85309293013354
185.00000000000	0.85329873085745
186.00000000000	0.85329270427719
187.00000000000	0.85626555384602
188.00000000000	0.85828036495304
189.00000000000	0.86033358587725
190.00000000000	0.86185734799183
191.00000000000	0.86389206727382
192.00000000000	0.86809429073321
194.00000000000	0.87548222913002
195.00000000000	0.87889512256175
200.00000000000	0.96806463111788
