#
#"rx"	"Average Phase_1"
#----------------------
20.000000000000	0.036520595643472
25.000000000000	0.047854332991847
30.000000000000	0.061227905919254
35.000000000000	0.076809260376964
40.000000000000	0.094752343603908
45.000000000000	0.11560728156321
50.000000000000	0.13851043012473
55.000000000000	0.16403915859002
60.000000000000	0.18947638228973
65.000000000000	0.21622614647193
70.000000000000	0.24117384736931
75.000000000000	0.24482512189729
80.000000000000	0.25746563042522
85.000000000000	0.25603774582515
90.000000000000	0.23944311079675
95.000000000000	0.22254255966947
100.00000000000	0.23274402095139
105.00000000000	0.21637512607978
110.00000000000	0.20643683217882
115.00000000000	0.18027222980794
120.00000000000	0.14310747018801
125.00000000000	0.12982577939906
130.00000000000	0.13683959986601
135.00000000000	0.12670210072635
140.00000000000	0.12997257436510
145.00000000000	0.10681390511661
150.00000000000	0.087156779453242
