#
#"r"	"Load Data_1"
#-----------------
20.000000000000	0.88294112275405
25.000000000000	0.88450458828124
30.000000000000	0.88599061142083
35.000000000000	0.88811381890994
40.000000000000	0.89067293561955
45.000000000000	0.89500846061560
50.000000000000	0.89955005183909
55.000000000000	0.90542469173728
60.000000000000	0.91326584993613
65.000000000000	0.92127786410092
70.000000000000	0.92997428157892
75.000000000000	0.93781389669629
80.000000000000	0.94367835462448
85.000000000000	0.94457793637481
90.000000000000	0.93896215209647
95.000000000000	0.92844739794145
100.00000000000	0.91100203409592
105.00000000000	0.89632182910248
110.00000000000	0.88838208532031
115.00000000000	0.89280454828705
120.00000000000	0.91341903574320
125.00000000000	0.94496677534451
126.00000000000	0.95207378281300
127.00000000000	0.96054191433408
128.00000000000	0.96803776478568
129.00000000000	0.97452648111217
130.00000000000	0.93322741904558
131.00000000000	0.79274686499155
132.00000000000	0.94617259965695
133.00000000000	0.96893318219962
134.00000000000	0.97990466004120
135.00000000000	0.98650417012195
140.00000000000	0.99865575308076
145.00000000000	0.99057007056659
150.00000000000	0.96894650484097
155.00000000000	0.94182880649200
160.00000000000	0.91414006662664
165.00000000000	0.89504163218065
166.00000000000	0.89324458879902
167.00000000000	0.89187789773476
168.00000000000	0.88359889599599
169.00000000000	0.12345853157198
170.00000000000	0.81358705009480
171.00000000000	0.83544670121535
172.00000000000	0.83995069111530
173.00000000000	0.84093250672582
174.00000000000	0.83945832567577
175.00000000000	0.83511168176639
176.00000000000	0.81893413176192
177.00000000000	0.43729522960943
178.00000000000	0.83398992490255
179.00000000000	0.84500789200217
180.00000000000	0.84441304805149
181.00000000000	0.84227105498162
182.00000000000	0.84131115944247
183.00000000000	0.84045942103741
184.00000000000	0.83800494895314
185.00000000000	0.83621728104489
186.00000000000	0.83114426905451
187.00000000000	0.82657758289389
188.00000000000	0.81521091124791
189.00000000000	0.78470656061819
190.00000000000	0.70870902210468
191.00000000000	0.40109480926175
192.00000000000	0.090283006209246
193.00000000000	0.64568500572091
194.00000000000	0.79724079298967
195.00000000000	0.83814984010510
196.00000000000	0.86123277182808
197.00000000000	0.87573134965083
198.00000000000	0.88510062785173
199.00000000000	0.89079768203629
200.00000000000	0.89729795552223
