#
#"r"	"Average Phase"
#-------------------
20.000000000000	-45.890973432322
25.000000000000	-47.249894365847
30.000000000000	-49.088556334615
35.000000000000	-51.384799778766
40.000000000000	-54.280593616894
45.000000000000	-57.881046012156
50.000000000000	-62.290285571652
55.000000000000	-67.483611651034
60.000000000000	-73.742554205839
65.000000000000	-81.458408270194
70.000000000000	-90.550690306649
75.000000000000	-101.71771432574
80.000000000000	-115.03274772597
85.000000000000	-131.19848974700
86.000000000000	-134.95788225717
87.000000000000	-139.07382377816
88.000000000000	-144.20580482020
89.000000000000	-150.35460232816
90.000000000000	-158.68721566824
91.000000000000	178.95648221070
92.000000000000	-107.21824766453
93.000000000000	-139.90014603423
94.000000000000	-150.38143818959
95.000000000000	-156.50196816179
96.000000000000	-161.55980381069
97.000000000000	-166.49288580990
98.000000000000	-170.77107567261
99.000000000000	-175.15583413831
100.00000000000	-179.63958542219
101.00000000000	176.24672223786
102.00000000000	171.86456329082
103.00000000000	167.55555541432
104.00000000000	163.09515651731
105.00000000000	158.70002151751
106.00000000000	154.24949154429
107.00000000000	149.52470995399
108.00000000000	143.82721933869
109.00000000000	137.00467333523
110.00000000000	120.32939281956
111.00000000000	165.26461069231
112.00000000000	141.42531389643
113.00000000000	133.81454437160
114.00000000000	128.43011327492
115.00000000000	123.76788587648
120.00000000000	103.14733206058
125.00000000000	84.724575828607
130.00000000000	68.677656396822
135.00000000000	53.343050976991
140.00000000000	38.907004462595
145.00000000000	24.121867977496
146.00000000000	20.813206365750
147.00000000000	16.527039406651
148.00000000000	12.492735460587
149.00000000000	5.4446686006180
150.00000000000	-18.557498400004
151.00000000000	51.669494655068
152.00000000000	24.134731099681
153.00000000000	15.941489924356
154.00000000000	10.735452128436
155.00000000000	6.7760044716721
156.00000000000	3.1280229002072
157.00000000000	-0.36635219244271
158.00000000000	-4.7059654803987
159.00000000000	-10.861119624772
160.00000000000	-25.724197126111
161.00000000000	90.373471025643
162.00000000000	17.621578445817
163.00000000000	2.2764464329527
164.00000000000	-4.0382814893553
165.00000000000	-9.7771437591664
166.00000000000	-14.121070288332
167.00000000000	-19.353678126406
168.00000000000	-25.651474428088
169.00000000000	-38.578363052864
170.00000000000	-74.630223252084
171.00000000000	29.123264660699
172.00000000000	1.1889807731487
173.00000000000	-7.9358177805676
174.00000000000	-14.082025793231
175.00000000000	-18.525294189518
176.00000000000	-21.628904890600
177.00000000000	-24.652342303342
178.00000000000	-27.361790253282
179.00000000000	-29.906698596956
180.00000000000	-32.243953733104
181.00000000000	-34.447198905284
182.00000000000	-36.600133953545
183.00000000000	-38.740348169378
184.00000000000	-40.866148852285
185.00000000000	-42.889779524049
186.00000000000	-44.922254092852
187.00000000000	-46.838239594829
188.00000000000	-49.452044391026
189.00000000000	-51.317924537395
190.00000000000	-52.751606951109
191.00000000000	-54.711359649654
192.00000000000	-56.736460114939
194.00000000000	-61.854234759810
195.00000000000	-63.988439173872
200.00000000000	-67.980944393902
