#
#"r"	"Load Data_1"
#-----------------
25.000000000000	0.89100008775627
30.000000000000	0.89307298109204
35.000000000000	0.89589520313402
40.000000000000	0.89924461491695
45.000000000000	0.90322420533589
50.000000000000	0.90742311649865
55.000000000000	0.91290250251764
60.000000000000	0.91840129546937
65.000000000000	0.92507141585191
70.000000000000	0.93150483789824
75.000000000000	0.93837800740210
80.000000000000	0.94563425773340
85.000000000000	0.95248533389011
90.000000000000	0.95913224215582
95.000000000000	0.96427259119422
100.00000000000	0.96914778853669
105.00000000000	0.97206046446110
110.00000000000	0.97301038861353
115.00000000000	0.97238685759932
120.00000000000	0.96882588622312
125.00000000000	0.96325820808158
130.00000000000	0.95552231403575
135.00000000000	0.94647452026299
140.00000000000	0.93510653312739
145.00000000000	0.92328390661467
150.00000000000	0.90931977216430
155.00000000000	0.89445610787267
160.00000000000	0.88094455905179
165.00000000000	0.86593741544656
170.00000000000	0.85253851296742
175.00000000000	0.83744105816758
180.00000000000	0.82321141364639
185.00000000000	0.80679659748094
190.00000000000	0.78926753888595
195.00000000000	0.76498123195118
200.00000000000	0.71517941698929
